수질측정망 현황,,,,,,,,,,,,,,
측정소명,구분,조사년월,수온(℃),pH,DO(㎎/L),BOD(㎎/L),TOC(㎎/L),SS(㎎/L),총인(T-P)(㎎/L),총질소(T-N)(㎎/L),총대장균군수(총대장균군수),분원성대장균군(㎎/L),수질통합지수 등급,조사기관
가양,,20151101,11.3,8.2,9.4,2.6,2.6,25.6,0.2,4.43,19000,380,,
구의,,20151101,13.3,8.2,13.9,0.9,3.4,2.7,0.02,2.06,,,,
노량진,,20151101,13.6,7.8,8.9,1.3,4,5.6,0.19,4.63,4000,620,,
안양천9,,20151101,15.4,7.8,8.8,4,5.9,6.4,0.1,11.41,,,,
중랑천3,,20151101,16.3,7.7,11.7,1.5,4.6,3,0.08,7.39,,,,
가양,,20151101,14.5,7.4,9.9,4.2,3.7,15.8,0.44,7.91,40000,650,,
구의,,20151101,13.3,8,12.4,1,2.2,2.8,0.02,2.07,4700,1200,,
노량진,,20151101,14,7.5,5,2.3,3.7,8.8,0.44,8.52,2600,730,,
안양천9,,20151101,15.4,7.9,7.7,5.4,6.4,2.5,0.12,13.32,6200,4800,,
중랑천3,,20151101,15.7,7.7,10.4,2.5,3.5,7.3,0.42,8.34,,,,
가양,,20151101,13.9,7.4,10.5,2.4,3.1,15.3,0.24,5.73,63000,890,,
뚝도,,20151101,14.6,7,8.6,2.4,3.2,6.6,0.16,5.27,8400,1600,,
보광,,20151101,15,6.9,8.8,3.2,3.7,4.4,0.47,7.77,59000,5200,,
암사,,20151101,14,8,11.9,1.1,2.1,2.4,0.03,2.05,4200,610,,
영등포,,20151101,14,7.4,10.7,1.6,2.9,10,0.26,5.24,3600,380,,
잠실,,20151101,14.3,7.9,11.1,0.6,2,2.2,0.03,1.78,680,20,,
고덕천,,20151101,12.7,8.1,10.1,3.3,5.8,4,0.21,4.22,9000,6900,,
구의,,20151101,14.9,8.3,12.4,1.6,2.4,5,0.02,1.89,,,,
노량진,,20151101,15.3,7.6,7.5,2.2,3.2,5.4,0.37,6.58,380,130,,
도림천,,20151101,12.7,7.1,9.4,1.3,2.8,1.3,0.11,4.49,3100,550,,
목감천1,,20151101,14.5,7.8,10.9,3.1,3.9,2,0.13,7.19,180000,1600,,
성내천,,20151101,13,7.7,7.2,2.2,2.3,1.2,0.05,2.13,17000,500,,
성북천,,20151101,16.4,7.6,9.8,1.7,1.6,1.2,0.02,2.64,24000,1000,,
안양천9,,20151101,17.3,7.8,8.5,7.2,5,3.2,0.08,16.1,,,,
안양천10,,20151101,16.3,7.5,7.6,5.2,4.9,8,0.06,11.72,30000,2600,,
양재천2,,20151101,12.9,8,11.5,0.7,2.6,1.2,0.08,6.17,7000,1300,,
우이천,,20151101,14.2,8,11.2,1.1,2.1,5.2,0.02,6.64,370000,3400,,
정릉천,,20151101,15.6,8.9,12.9,1.2,1.3,0.8,0.03,5.03,2200,390,,
중랑천3,,20151101,18.2,7.7,11.6,1.4,3.3,2.6,0.06,9.07,,,,
중랑천4,,20151101,18.4,7.9,14.9,1,3.1,6.4,0.03,7.82,8000,1500,,
중랑천5,,20151101,14.7,7.9,9.9,0.8,2.8,3.2,0.03,7.84,5000,900,,
중랑천6,,20151101,19.3,7.2,6.8,7.7,4.8,13.6,1.12,12.81,280000,26000,,
청계천1,,20151101,14.9,7.6,9.2,1,1.7,0.8,0.01,1.72,9,0,,
청계천2,,20151101,15.2,7.9,9.4,0.6,1.9,1.2,0.01,2.09,4600,900,,
구의,,20151101,9.8,8.2,15.5,1,2.7,3.7,0.02,2.54,,,,
노량진,,20151101,10,7.6,8.9,2.3,4.3,7.8,0.27,6.72,13000,3100,,
청계천3,,20151101,15.1,8.1,10.5,0.9,1.9,1.6,0.02,2.06,6400,650,,
탄천6,,20151101,17.3,7.4,7.3,3.5,4.5,2,0.12,9.06,28000,2500,,
홍제천,,20151101,15.1,8.3,10.1,1.6,2.1,2.8,0.03,8.39,2200,550,,
중랑천3,,20151101,10.1,7.8,13.1,1.2,3.5,2.4,0.07,7.22,,,,
중랑천6,,20151001,22.2,6.6,6.8,5.4,4.5,9.6,1.18,11.02,100000,10000,,
청계천1,,20151001,18.3,7.5,9.6,0.2,1.9,1.2,0,1.51,10,7,,
청계천2,,20151001,18.9,8,10.4,0.7,1.9,2.8,0.01,1.6,3100,510,,
청계천3,,20151001,19.5,7.8,10.5,3.5,1.9,5.2,0.03,1.94,13000,970,,
탄천6,,20151001,20.3,7.1,8.2,1.6,4.3,1.6,0.12,8.64,27000,12000,,
홍제천,,20151001,16.4,7.9,11.8,1.9,2.3,3.6,0.02,7.57,2800,700,,
구의,,20151001,20.9,8.4,11.3,1.8,3,3.5,0.03,1.5,75,22,,
노량진,,20151001,21.3,7.6,9.4,3.4,4.2,9.2,0.32,5.42,490,160,,
안양천9,,20151001,23.4,7.9,8,4.4,5.3,6,0.09,13.85,8800,5400,,
중랑천3,,20151001,23.5,7.7,12.9,1.2,3.7,3.5,0.06,8.41,,,,
가양,,20151001,22.2,7.5,9.4,2.9,3.6,13.2,0.17,5.23,18000,410,,
구의,,20151001,15.6,8.1,10.2,1.3,2.6,5,0.02,2.19,,,,
노량진,,20151001,16.2,7.5,6.1,3,3.5,17.2,0.35,6.98,2800,940,,
안양천9,,20151001,15.4,7.2,8.4,8.8,5.8,8.4,0.24,16.17,,,,
중랑천3,,20151001,17.2,7.6,10.6,1.2,3.2,2.8,0.06,8.64,,,,
가양,,20151001,17.7,8.2,6.8,3.7,3.5,41.6,0.21,5.87,63000,5900,,
가양,,20151001,19.5,8.1,8.7,2.4,3.1,9.8,0.16,5.11,9000,25,,
노량진,,20151001,19.5,7.8,7.7,4.1,4.9,14,0.28,6.66,260,69,,
구의,,20151001,19.8,8.1,10.8,1.1,2.5,2.9,0.01,1.82,,,,
노량진,,20151001,19.2,7.6,6.7,2.8,3.9,12.2,0.16,6.5,320,160,,
안양천9,,20151001,21.8,7.3,8.9,5.2,4.6,4.2,0.05,14.55,,,,
중랑천3,,20151001,22.2,7.7,10,1.5,3.2,3.1,0.04,8.21,,,,
가양,,20151001,19,7.2,6.9,4.6,3.2,25.7,0.33,5.95,4200,160,,
고덕천,,20151001,16.2,7.4,10.7,3,2.9,18,0.22,3.49,120000,27000,,
도림천,,20151001,15.9,8,10.5,0.9,2.7,1.6,0.1,3.58,3300,660,,
뚝도,,20151001,18.6,7.9,7.7,1.6,3.2,5,0.17,5.03,3800,330,,
목감천1,,20151001,17.3,7.7,10,1.1,4.1,3.2,0.18,7.7,36000,1900,,
보광,,20151001,18.9,7.3,7,1.9,3.2,6.8,0.15,5.81,7100,350,,
성내천,,20151001,16.9,7.2,7.2,1.4,2.5,1.2,0.05,1.67,18000,100,,
성북천,,20151001,17.8,7.3,10.8,0.8,1.6,2,0.01,2.32,4200,1300,,
안양천10,,20151001,19.2,7.2,5.6,2.2,4.7,2.8,0.06,11.13,9000,1400,,
암사,,20151001,18.2,7.5,11.2,1.1,2.2,2.2,0.02,1.87,2300,19,,
양재천2,,20151001,16.2,7.1,7.2,0.7,2.6,2,0.1,5.47,12000,1100,,
영등포,,20151001,18.9,7.3,6.8,2.8,3.2,16,0.27,4.81,6700,56,,
우이천,,20151001,18.6,7.8,10.6,0.9,2.2,3.2,0.02,5.92,2900,320,,
잠실,,20151001,18.7,7.9,10,1.5,2.3,3.4,0.02,1.77,1900,8,,
정릉천,,20151001,16.4,7.9,10.9,1.5,1.4,0.8,0.03,4.99,4900,3800,,
중랑천4,,20151001,21.6,7.4,12.2,1.7,3,3.2,0.03,7.17,8000,800,,
중랑천5,,20151001,18.3,7.7,9.6,1.3,2.6,5.2,0.03,6.56,15000,1600,,
가양,,20150901,21.5,8.2,6.2,6.4,4.2,64.7,0.26,6.98,79000,1700,,
가양,,20150901,24.8,7.2,5.3,4.8,3.2,60,0.26,4.82,38000,3500,,
노량진,,20150901,24.3,7.6,9.9,2.5,4.1,12.3,0.23,5.99,140,70,,
안양천9,,20150901,23.8,7.6,7,6.4,4.9,5.2,0.08,16.02,,,,
중랑천3,,20150901,25.3,7.7,12.4,2.2,3.2,4.5,0.05,7.47,,,,
가양,,20150901,23.3,7.8,7.5,5.4,3.4,15.5,0.21,5.22,7300,11,,
구의,,20150901,25,8.7,8.7,2,2.8,4,0.02,1.8,,,,
노량진,,20150901,23.9,7.3,6.2,2.4,4.8,19.8,0.28,6.52,290,40,,
안양천9,,20150901,25.6,7.5,7.3,4.3,5.6,5.8,0.08,14.61,,,,
중랑천3,,20150901,25.4,7.8,11.6,1.3,3.3,4,0.06,9.34,,,,
가양,,20150901,23.9,7.7,5.2,5.8,4,82,0.26,5.91,22000,960,,
구의,,20150901,24.3,8.7,9.3,2.3,4.4,4,0.04,1.91,120,26,,
노량진,,20150901,24.4,7.6,5.8,2.7,4.2,17.5,0.28,4.38,130,25,,
안양천9,,20150901,25.4,7.7,6.4,4.7,5.1,5.6,0.12,12.9,4600,2300,,
중랑천3,,20150901,24.2,7.6,9.6,1.2,3.4,3.7,0.07,7.75,,,,
가양,,20150901,25,7.5,6.1,5.4,3.2,35,0.25,4.96,7300,370,,
뚝도,,20150901,24.8,8,8.2,2.7,3.3,8.2,0.07,3.44,18000,200,,
보광,,20150901,24.8,7.6,6.7,4.1,3.6,10.2,0.34,6.21,39000,1000,,
암사,,20150901,24.6,8.3,9.7,2.1,2.6,5.8,0.02,1.97,7200,170,,
영등포,,20150901,24.8,7.6,5.3,4.1,3.3,21.5,0.28,5.03,30000,51,,
잠실,,20150901,24.6,8.4,9.1,1.9,2.8,7.4,0.03,1.82,6700,7,,
고덕천,,20150901,21.8,7.7,10.6,4.8,3,34.8,0.23,3.68,2100,16000,,
도림천,,20150901,21.4,7.4,7.9,1.4,3.1,2,0.16,2.7,16000,1800,,
목감천1,,20150901,23.4,7.4,8.4,1.5,4.2,2.8,0.21,6.96,25000,1200,,
성내천,,20150901,23.5,7.8,5.5,3.8,3.8,4.4,0.12,1.96,12000,1000,,
성북천,,20150901,21.5,7.5,8.7,1.5,1.9,2.8,0.03,3.53,12000,1900,,
안양천10,,20150901,23.7,7.4,4.7,2.3,4.7,6.8,0.13,9.41,9000,2700,,
양재천2,,20150901,21.9,7.9,9,0.8,2.7,1.2,0.17,5.89,8000,1000,,
우이천,,20150901,23.1,8.2,9.9,1.7,2.6,3.6,0.07,4.2,8000,220,,
정릉천,,20150901,20.9,7.5,8.2,0.8,1.4,1.6,0.11,5.11,11000,2200,,
중랑천4,,20150901,26.3,8.1,14.6,1.1,3.1,4,0.06,6.22,10000,900,,
중랑천5,,20150901,23.1,8.2,9.9,2,2.9,4.8,0.07,5.84,4000,1400,,
중랑천6,,20150901,26.7,7.9,6.2,2.3,4.6,6.4,0.75,11.02,200000,78000,,
청계천1,,20150901,24.8,7.8,8.4,0.5,2.1,1.6,0.02,2,0,0,,
청계천2,,20150901,25.2,7.8,8.6,1.1,2.1,2.4,0.02,2,5500,1000,,
청계천3,,20150901,26.1,8.2,9,2,2.4,5.2,0.06,2.14,6500,1800,,
탄천6,,20150901,24,7.3,8.3,2,4.1,2.4,0.14,7.58,4000,1200,,
홍제천,,20150901,23.1,7.9,12.6,2.2,2.4,6.8,0.05,4.75,9000,700,,
구의,,20150901,27.7,8.9,10.1,2.6,4.6,6.3,0.03,1.97,,,,
노량진,,20150901,26.6,7.4,5,3.5,5.4,30.3,0.27,5.84,1900,650,,
안양천9,,20150901,29.1,7.3,7.3,4,5.6,5.6,0.12,10.09,,,,
중랑천3,,20150901,26.6,7.5,9.5,2.8,3.5,4.2,0.07,6.72,,,,
구의,,20150901,24.8,8.6,8.6,1.9,2.8,2.8,0.02,1.74,,,,
청계천3,,20150801,29.3,8.4,10.5,2.2,2.2,5.2,0.1,2.37,2500,1000,,
탄천6,,20150801,27.3,7.7,6.3,2.6,3.9,12.4,0.1,7.51,16000,3000,,
홍제천,,20150801,26.7,7.6,6.8,2,2.5,9.2,0.14,3.43,15000,3200,,
노량진,,20150801,26.5,7.9,6.5,3.2,3.6,15,0.13,2.43,7600,3700,,
구의,,20150801,25.7,8.9,11.2,3.3,6.1,12.8,0.03,2.33,,,,
노량진,,20150801,26.4,7.8,8.6,3,6.4,14.3,0.24,4.9,270,130,,
안양천9,,20150801,28.7,7.4,7.1,3.2,5.9,5.2,0.11,12.97,,,,
중랑천3,,20150801,25.9,7.6,10.2,1.3,3.8,3.8,0.06,5.75,,,,
가양,,20150801,26.4,7,7.4,5,3.2,22.3,0.28,4.07,23000,520,,
구의,,20150801,27.7,9.2,11.7,4.6,6.2,6.5,0.03,2.04,,,,
노량진,,20150801,27.3,7.4,3.9,2.3,3.3,12.5,0.27,4.36,560,450,,
안양천9,,20150801,27,7.6,5.7,3.7,4.4,4.8,0.11,10.56,,,,
중랑천3,,20150801,25.2,7.6,9.3,1.7,2.7,4,0.08,5.46,,,,
가양,,20150801,27.6,8.3,6.4,4.3,3.1,34.9,0.23,3.64,71000,2900,,
가양,,20150801,29,7.5,6.3,2.2,2.9,11.8,0.18,3.83,45000,13,,
뚝도,,20150801,27.5,8.4,9,2.2,2.7,8.4,0.06,3.4,90000,560,,
보광,,20150801,28.2,7.8,8.3,2.3,3.3,9.6,0.14,4.16,160000,3800,,
암사,,20150801,27.6,8.5,10.6,3.4,2.5,12.4,0.06,2.51,89000,5000,,
영등포,,20150801,28.7,7.4,7.5,1.5,2.9,8,0.2,3.68,210000,25,,
잠실,,20150801,27.2,8.7,10.3,2.2,2.4,6.8,0.04,2.3,7200,190,,
구의,,20150801,27.3,9.1,10.4,4.7,8.4,9.5,0.05,2.18,2500,720,,
노량진,,20150801,28.7,7.6,7.4,5.6,5.9,15.3,0.2,3.65,530,370,,
안양천9,,20150801,28.7,7.7,6.8,6,6.8,6.6,0.12,13.63,29000,13000,,
중랑천3,,20150801,27.2,7.5,9.4,1.7,3.8,5,0.08,5.19,,,,
가양,,20150801,26.6,8.2,8.1,2.1,2.5,13.2,0.15,3.34,8800,460,,
고덕천,,20150801,26,7.6,9,2.5,2.5,11.2,0.19,3.16,15000,8900,,
도림천,,20150801,26.2,7.9,6.8,0.9,2.1,2,0.1,2.54,11000,2700,,
목감천1,,20150801,26.6,7.5,8,0.9,3.9,15.6,0.27,7.44,30000,1300,,
성내천,,20150801,27.7,7.7,5.3,2.9,3,7.2,0.21,2.16,3000,600,,
성북천,,20150801,26.2,7.2,7,2.2,2.2,2,0.1,2.45,2100,500,,
안양천10,,20150801,27.9,7.3,4.1,3.7,3.8,4.4,0.16,6.82,20000,13000,,
양재천2,,20150801,25.8,7.8,9,0.6,2.1,4,0.11,4.32,19000,14000,,
우이천,,20150801,27.1,8.3,10.7,1.3,2.1,3.2,0.06,4.38,6800,2400,,
정릉천,,20150801,25,7.8,10.6,0.6,1.6,1.6,0.14,5.43,15000,5600,,
중랑천4,,20150801,26.3,8.1,12.2,0.5,2.5,6.4,0.08,4.8,17000,4800,,
중랑천5,,20150801,26.3,8,8.1,0.8,2.4,7.6,0.08,5.13,11000,2100,,
중랑천6,,20150801,27.9,7.8,6.4,2.6,3.7,19.2,0.49,9.29,140000,53000,,
청계천1,,20150801,25.4,7.5,8.3,0.1,1.7,4.8,0.02,2.29,45,15,,
청계천2,,20150801,27.1,7.4,7.5,0.5,1.8,4,0.03,2.42,3900,1400,,
가양,,20150701,25.8,8.1,7.8,4,3.3,40.3,0.34,3.78,20000,36,,
중랑천3,,20150701,27.5,8.1,10.8,2,4.8,7,0.09,6.9,,,,
노량진,,20150701,26,7.6,7.4,3.4,4.9,14.3,0.37,3.93,140,55,,
안양천9,,20150701,28.1,7.8,8,5.9,7.1,7.7,0.15,14.31,,,,
중랑천3,,20150701,26.6,8.1,10.4,2.2,5.4,10.5,0.14,8.05,,,,
가양,,20150701,25.9,8.3,8.3,3.7,3.5,17,0.31,3.92,7800,170,,
고덕천,,20150701,25.3,8.5,8.9,3.3,3.5,13.2,0.21,3.36,90000,25000,,
도림천,,20150701,23.6,7.8,8.7,1.5,3.5,0.4,0.17,1.96,4000,440,,
목감천1,,20150701,27,7.6,10.1,1.8,5,4.8,0.19,6.95,2000,500,,
성내천,,20150701,26,8.2,8.1,6.9,3.8,24,0.13,1.97,4000,500,,
성북천,,20150701,27.3,8.2,7.7,3,2.5,4.8,0.05,1.14,1400,190,,
안양천10,,20150701,26.4,7.5,6.8,5.9,6.6,16.8,0.11,7.31,10000,1900,,
양재천2,,20150701,26,8.4,10.5,0.9,3.7,6,0.1,4.59,4000,2800,,
우이천,,20150701,25.5,8.6,10.5,1.2,2.8,9.6,0.02,3.94,1000,290,,
정릉천,,20150701,23.6,7.5,10.4,0.7,1.6,2.8,0.07,5.34,16000,4600,,
중랑천4,,20150701,27.3,8.4,13,0.9,3.8,11.2,0.03,6.91,5000,200,,
중랑천5,,20150701,25,8.2,9,1.3,3.4,13.6,0.03,5.37,3000,300,,
중랑천6,,20150701,26.8,7.6,4.1,3.7,5.4,16.8,1.25,12.53,260000,120000,,
청계천1,,20150701,24.9,7.8,8.4,0.1,1.6,0.8,0.02,1.57,2,1,,
청계천2,,20150701,26.8,7.6,9.8,0.4,1.8,3.6,0.02,1.68,2200,870,,
청계천3,,20150701,27.7,8.3,9.3,1,2.1,4.4,0.04,1.69,2300,660,,
탄천6,,20150701,27.2,8.1,6.5,4,5.1,10,0.12,10.32,5000,200,,
홍제천,,20150701,24.9,7.8,11.9,3.4,2.7,18,0.09,6.14,2000,400,,
구의,,20150701,25.5,8.3,8.4,1.1,3.6,8.2,0.06,2.16,,,,
노량진,,20150701,26.3,7.4,6.4,2,3,8.5,0.13,2.95,22000,7800,,
안양천9,,20150701,29,7.5,4.9,9.3,6.8,33.3,0.31,7.48,,,,
중랑천3,,20150701,26.6,7.5,8,1.2,3.1,4.6,0.09,5.31,,,,
가양,,20150701,25.6,7.9,6.9,1.1,2.6,12,0.14,2.56,64000,2900,,
구의,,20150701,27.9,9.3,10.5,2.2,5.4,4.8,0.02,1.51,,,,
노량진,,20150701,26.8,7.4,4.9,2,3.5,5.8,0.3,6.69,430,150,,
안양천9,,20150701,27.8,7.7,6.9,7.1,6.1,6,0.14,14.54,,,,
중랑천3,,20150701,27,7.8,9.5,1.2,3.7,5.2,0.06,7.81,,,,
가양,,20150701,26.3,8.3,8.7,3.9,3.7,9.8,0.27,4.38,37000,480,,
구의,,20150701,25.1,8.7,8.7,2.7,3.2,6.3,0.03,1.43,,,,
노량진,,20150701,25.7,7.7,5.6,2.9,4.1,10.5,0.39,4.1,1100,370,,
안양천9,,20150701,26.1,7.7,8,5.9,6.5,7.5,0.06,12.87,,,,
중랑천3,,20150701,26.9,8,9.6,1.9,4.7,8.4,0.08,7.65,,,,
암사,,20150701,26.2,7.9,10.2,1.9,2.4,4.2,0.03,1.56,4200,210,,
잠실,,20150701,26.1,7.9,9.9,1.7,2,1.4,0.02,1.4,2900,49,,
가양,,20150701,26.5,7,8.1,3.9,3.8,7.8,0.34,4.69,34000,730,,
뚝도,,20150701,26.2,7.1,7.2,2.6,3,3.8,0.1,3.1,75000,2000,,
보광,,20150701,26.1,6.9,5.2,3.3,3.2,4.4,0.4,4.63,210000,6200,,
영등포,,20150701,26.5,7.1,9.2,3.5,3.7,8.6,0.31,4.25,40000,590,,
구의,,20150701,25.7,8.7,10.7,1.3,3,3,0.02,1.46,64,28,,
노량진,,20150701,25.7,7.6,8.2,4,4,10.8,0.33,5.35,1500,440,,
안양천9,,20150701,27,7.7,7.9,5.9,6.5,6.2,0.12,13.74,4700,3400,,
구의,,20150701,25.4,8.3,9.5,1.9,3,4,0.02,1.54,,,,
중랑천4,,20150601,25.6,8.2,14.2,1.2,3.8,24.4,0.05,5.11,1200,200,,
중랑천3,,20150601,26.4,8.2,11.9,1.7,5.3,11.6,0.09,5.3,,,,
중랑천6,,20150601,24.6,7.5,5,14,5.9,25.6,1.6,14.69,240000,40000,,
청계천1,,20150601,21.7,8.5,8.7,0.1,1.7,1.6,0,1.64,6,0,,
청계천2,,20150601,25.8,8.6,9.9,0.5,1.9,4.8,0.01,1.77,1500,190,,
청계천3,,20150601,25.5,7.8,10,1.9,2.2,5.2,0.04,1.87,100,36,,
탄천6,,20150601,23.2,7.6,7,2,5.1,6.8,0.13,8.09,36000,8300,,
홍제천,,20150601,23.2,8.3,12.6,2.6,2.8,15.2,0.05,7.92,5000,1400,,
가양,,20150601,22.8,7.9,8,3,3.1,20.5,0.29,4.55,43000,180,,
가양,,20150601,25.8,8.3,7,2.3,3.3,4.8,0.24,3.68,53000,43,,
구의,,20150601,25.7,8.7,9.2,1.3,2.8,3.4,0.01,1.67,,,,
노량진,,20150601,25.9,7.7,8.8,4.8,5.8,9.5,0.36,4.48,360,220,,
안양천9,,20150601,26.5,7.7,7.4,6.9,7.3,8,0.09,13.29,,,,
중랑천3,,20150601,26.4,7.9,9.7,5.4,4.9,9.4,0.06,6.13,,,,
구의,,20150601,25.7,8.5,10.2,5.9,6.4,6.6,0.03,1.75,,,,
노량진,,20150601,25.2,7.4,6.5,2.6,4.7,9,0.23,3.63,4100,1200,,
안양천9,,20150601,27.1,8.1,6.9,4.6,7.1,6,0.15,13.47,,,,
중랑천3,,20150601,25.4,7.7,9.7,4.2,5.6,9.2,0.11,5.16,,,,
가양,,20150601,26.3,8.9,8.7,3.1,3.4,11,0.35,3.85,9700,62,,
구의,,20150601,23.5,8.2,9.3,2,2.8,4.1,0.01,1.64,600,76,,
노량진,,20150601,24,7.2,5.8,2.1,3.4,5,0.21,3.97,1100,270,,
안양천9,,20150601,24.5,7.8,8.5,5.6,6.9,5.5,0.11,11.86,3700,1100,,
중랑천3,,20150601,24.8,7.9,7.9,3.9,5.3,11.8,0.09,5.44,,,,
가양,,20150601,25.3,7.5,8.5,1,2.7,5.2,0.18,3.88,8900,8,,
뚝도,,20150601,23.4,7.5,8.2,0.9,2.2,2,0.04,2.5,5100,63,,
보광,,20150601,23.8,7,5.3,1.8,2.8,4.2,0.24,4.9,79000,5700,,
암사,,20150601,23,7.7,10,0.8,1.7,2.6,0.03,1.69,1700,19,,
영등포,,20150601,23.9,7.4,6.8,0.9,2.8,4,0.24,4.01,7200,9,,
잠실,,20150601,23.6,8,10.3,0.8,1.8,2.2,0.02,1.74,2800,4,,
고덕천,,20150601,18,7.4,4.6,7.1,5.1,4.8,0.83,7.87,140000,44000,,
구의,,20150601,22.6,8.3,11.1,2.2,2.9,4.2,0.03,1.69,,,,
노량진,,20150601,23.7,7.5,8,2.2,3.7,7.4,0.22,3.86,950,210,,
도림천,,20150601,20.6,8.6,10.7,1.2,3,6,0.14,2.39,500,370,,
목감천1,,20150601,24.2,7.8,9.7,1.7,4.6,6,0.13,6.93,9000,1400,,
성내천,,20150601,22.9,7.6,4.5,3.5,3,4.4,0.12,1.95,17000,1800,,
성북천,,20150601,26.7,8.4,12,2.8,3.8,15.6,0.05,0.79,100,50,,
안양천9,,20150601,26.8,7.6,10.1,4.7,7,7.3,0.25,12.4,,,,
안양천10,,20150601,24.4,7.8,7.3,3,6.2,12.4,0.1,8.56,2000,100,,
양재천2,,20150601,21.9,7.9,9.2,1.4,3.6,6.8,0.08,5.75,20000,4800,,
우이천,,20150601,23.8,8.1,10.4,1,2.8,2.8,0.02,5.18,140,60,,
정릉천,,20150601,20.9,8.5,12.3,1,1.6,8,0.03,4.53,7000,3700,,
중랑천5,,20150601,21.6,7.9,9.1,1.6,3.2,13.6,0.05,5.33,4000,400,,
구의,,20150501,23.1,8.2,11.1,2,2.8,3.9,0.03,2.12,,,,
가양,,20150501,18.1,8.1,9.6,5.5,3,26.3,0.24,4.82,23000,610,,
안양천9,,20150501,26.4,7.5,9.6,6,7.1,10.8,0.24,11.1,,,,
중랑천3,,20150501,24.7,8.1,10.7,2,5.9,20.2,0.14,7.68,,,,
가양,,20150501,22.2,7.8,6.8,1.4,2.7,4.6,0.16,4.69,4700,6,,
구의,,20150501,19.2,8.1,12.3,2.9,2.9,7,0.03,2.01,,,,
노량진,,20150501,20.5,7.3,6.4,2.1,3.6,9.6,0.2,4.69,2000,270,,
안양천9,,20150501,25.1,7.6,8.7,5.4,7,8.5,0.14,14.29,,,,
중랑천3,,20150501,23.5,7.9,11,1.9,5.3,10.8,0.1,5.85,,,,
가양,,20150501,19.5,8.2,10.4,3.4,2.9,23.3,0.21,3.94,5200,26,,
암사,,20150501,20.7,7.8,10.3,1.5,2,5,0.04,2.5,2200,13,,
잠실,,20150501,20,7.8,11.2,1.3,2,3.8,0.03,2.22,2000,16,,
고덕천,,20150501,18.3,7.7,9,5.9,4.1,9.2,0.39,5.51,310000,14000,,
구의,,20150501,19.3,8,10.9,2.6,4.6,4.7,0.03,2.14,340,85,,
노량진,,20150501,19.6,7.4,7.7,3.5,3.8,7.2,0.2,4.21,69000,21000,,
도림천,,20150501,17.4,8.1,8.9,1.5,2.7,4.4,0.09,2.75,7500,410,,
목감천1,,20150501,19.5,7.7,7.5,4.8,5.7,14,0.28,7.04,31000,1500,,
성내천,,20150501,18.8,7.4,4.4,3.2,3.1,6.4,0.21,2.63,38000,3000,,
성북천,,20150501,19.8,7.6,7.9,1.5,2,4,0.06,2.47,10000,1200,,
안양천9,,20150501,23.3,7.8,7.6,6.1,7.1,10.8,0.21,14.4,31000,3400,,
안양천10,,20150501,20.2,7.1,4.6,3.1,5.8,6.8,0.22,11.14,23000,1800,,
양재천2,,20150501,19.7,8,10.7,1.8,3.7,14,0.12,5.14,160000,5000,,
우이천,,20150501,22.3,8.5,12.5,2.4,2.7,19.2,0.04,4.65,120000,7000,,
정릉천,,20150501,19.4,7.7,11.6,1.4,1.7,4.4,0.1,5.2,34000,1100,,
중랑천3,,20150501,23.4,7.9,10.4,2.9,5,12.4,0.15,6.44,,,,
중랑천4,,20150501,22.5,8,14.2,1.6,3.7,6.4,0.11,5.94,130000,8000,,
중랑천5,,20150501,20,8,9.6,2.8,3.2,22.8,0.09,4.68,80000,8800,,
중랑천6,,20150501,22.4,7.5,5.3,10.8,5.4,16.4,1.59,12.1,340000,89000,,
청계천1,,20150501,18.2,7.9,9.3,0.2,1.5,2,0.01,2.35,32,1,,
청계천2,,20150501,21.4,7.8,10,0.5,1.6,4.4,0.01,2.34,8000,700,,
청계천3,,20150501,22.3,7.7,9.5,2.9,2.2,6.4,0.06,2.52,1000,100,,
탄천6,,20150501,21,7.5,8,2.4,4.9,9.6,0.12,10.17,56000,6700,,
홍제천,,20150501,19.1,7.6,10.4,2.7,2.8,8,0.08,8.07,35000,1200,,
가양,,20150501,18.6,7.4,9.1,3.4,2.6,11.2,0.18,4.14,6000,74,,
뚝도,,20150501,18.3,7.5,9.2,2.5,2.2,4.4,0.08,2.92,50000,1700,,
보광,,20150501,18.4,7.3,6.5,3.6,2.6,6.4,0.13,3.84,390000,30000,,
영등포,,20150501,18.5,7.4,9.1,3.4,2.5,8.6,0.26,4.26,10000,620,,
구의,,20150501,18.2,7.9,11.2,2.6,2.6,5.3,0.03,2.35,,,,
노량진,,20150501,18.2,7.5,8.2,3.8,3.7,9.6,0.17,4.34,3100,710,,
안양천9,,20150501,21.3,7.5,8.4,4.9,7.7,15.8,0.23,16.64,,,,
중랑천3,,20150501,20.3,7.9,10.9,2.3,5.6,11.2,0.12,7.1,,,,
노량진,,20150501,23.7,7.8,10.1,4.1,4.1,6.4,0.2,4.55,1100,220,,
목감천1,,20150401,18.1,7.6,7.6,3.9,5.4,7.6,0.21,7.96,18000,1600,,
도림천,,20150401,17.3,7.6,8.4,2.1,2.6,3.2,0.06,2.76,4800,1100,,
성북천,,20150401,19.8,7.5,11.7,2.7,2.1,4.4,0.04,1.27,500,80,,
안양천10,,20150401,19.4,7.5,5.8,5.1,6.1,17,0.16,12.75,3000,600,,
